,sentiment,text,text_pt,text_pt_clean,text_pt_lemma
3730,neutral,Rihko started to manage Raisio 's Benecol business in summer 2006 after heading tobacco company Altadis ' European operations .,"Rihko começou a administrar os negócios Benecol da Raisio no verão de 2006, depois de chefiar as operações europeias da tabaqueira Altadis.",rihko começou administrar negócios benecol raisio verão 2006 chefiar operações europeias tabaqueira altadis,Rihko começar administrar negócio benecolr raisio ver 2006 chefiar operação europeia tabaqueiro altadis
3731,neutral,RIM has revamped the BlackBerry OS UI with the 6.0 version of the mobile operating system .,A RIM renovou a IU do BlackBerry OS com a versão 6.0 do sistema operacional móvel.,rim renovou iu blackberry versão 60 sistema operacional móvel,rim renovar iu blackberry versão 60 sistema operacional móvel
3732,neutral,Rimi supermarket is the key customer in Magistral center .,O supermercado Rimi é o principal cliente do centro Magistral.,supermercado rimi principal cliente centro magistral,supermercar rimi principal cliente Centro magistral
3733,neutral,"Rimvesta is now controlled by the Estonian-owned real estate development company ELL Nekilnojamas Turtas , which a member of Merko , the largest construction group in the Baltic countries .","A Rimvesta é agora controlada pela empresa de desenvolvimento imobiliário de propriedade da Estônia ELL Nekilnojamas Turtas, que é membro da Merko, o maior grupo de construção nos países bálticos.",rimvesta agora controlada empresa desenvolvimento imobiliário propriedade estônia ell nekilnojamas turtas membro merko maior grupo construção países bálticos,rimvestar agora controlar empresa desenvolvimento imobiliário propriedade estônia ell nekilnojama turta membro Merko grande grupo construção país báltico
3734,neutral,"Risto Raty , Tekla 's executive vice president , said that Tekla Structures and ArchiCAD will cover the entire design and documentation workflow throughout a construction project .","Risto Raty, vice-presidente executivo da Tekla, disse que o Tekla Structures e o ArchiCAD cobrirão todo o fluxo de trabalho de design e documentação durante um projeto de construção.",risto raty vicepresidente executivo tekla disse tekla structures archicad cobrirão todo fluxo trabalho design documentação durante projeto construção,rir raty vicepresidente executivo tekla dizer teklo structur archicad cobrir todo fluxo trabalho design documentação durante projeto construção
3735,neutral,"Rohwedder Group is an automotive supplies , telecommunications and electronics industry provider for customers in Europe , North America and Asia .","O Rohwedder Group é um fornecedor da indústria de suprimentos automotivos, telecomunicações e eletrônicos para clientes na Europa, América do Norte e Ásia.",rohwedder group fornecedor indústria suprimentos automotivos telecomunicações eletrônicos clientes europa américa norte ásia,rohwedder group fornecedor indústria suprimento automotivo telecomunicação eletrônico cliente Europa América norte ásia
3736,neutral,Rosa is one of the best-known Duckburg illustrators .,Rosa é uma das ilustradoras mais conhecidas de Duckburg.,rosa ilustradoras conhecidas duckburg,roso ilustradora conhecer duckburg
3737,neutral,RSA 's shares closed at 156.9 p at the time of going to press .,"As ações da RSA fecharam em 156,9 p no momento da impressão.",ações rsa fecharam 1569 p momento impressão,ação rsa fechar 1569 p momento impressãor
3738,neutral,Rubin says he expects Capman to announce 1-2 additional transactions in 2009 .,Rubin diz que espera que Capman anuncie 1-2 transações adicionais em 2009.,rubin diz espera capman anuncie 12 transações adicionais 2009,rubin dizer esperar Capman anuncier 12 transação adicional 2009
3739,neutral,Russia 's Video International Group holds a controlling stake in Russian Media Ventures .,O Video International Group da Rússia detém o controle da Russian Media Ventures.,video international group rússia detém controle russian media ventures,video international group Rússia deter controle russian media ventur
3740,neutral,"'s Outokumpu Technology business will begin trading on the Nordic Exchange in Helsinki starting Oct. 10 , becoming the sixth company to list on that exchange this year , the company said Friday .","Os negócios da Outokumpu Technology da Outokumpu começarão a ser negociados na Nordic Exchange em Helsinque a partir de 10 de outubro, tornando-se a sexta empresa a ser listada nessa bolsa este ano, disse a empresa nesta sexta-feira.",negócios outokumpu technology outokumpu começarão negociados nordic exchange helsinque partir 10 outubro tornandose sexta empresa listada nessa bolsa ano disse empresa nesta sextafeira,negócio outokumpu technology outokumpu começar negociar nordic exchange helsinque partir 10 outubro tornandose sexto empresa listar em esse bolsa ano dizer empresa em este sextafeira
3741,positive,"Salo , Finland , 29 August 2006 - Benefon has today announced its plans to further strengthen its in-house technology platform , by licensing the complete mobile software platform , Opna , from its long-standing technology partner , Pollex .","Salo, Finlândia, 29 de agosto de 2006 - A Benefon anunciou hoje seus planos para fortalecer ainda mais sua plataforma de tecnologia interna, licenciando a plataforma de software móvel completa, Opna, de seu parceiro de tecnologia de longa data, Pollex.",salo finlândia 29 agosto 2006 benefon anunciou hoje planos fortalecer ainda plataforma tecnologia interna licenciando plataforma software móvel completa opna parceiro tecnologia longa data pollex,salo finlândiar 29 agosto 2006 benefon anunciar hoje plano fortalecer ainda plataforma tecnologia interno licenciar plataforma software móvel completo opna parceiro tecnologia longo data pollex
3742,neutral,"Sampo Group that has become a major shareholder in Nordea owns TrygVesta 's main competitor , If P & C Insurance .","O Grupo Sampo, que se tornou um dos principais acionistas da Nordea, é dono do principal concorrente da TrygVesta, a If P&C Insurance.",grupo sampo tornou principais acionistas nordea dono principal concorrente trygvesta if pc insurance,grupo sampo tornar principal acionista nordea dono principal concorrente trygvesta if pc insurance
3743,neutral,Scanfil holdings include 100 % of contract electronics manufacturer Scanfil EMS Group .,As participações da Scanfil incluem 100% do fabricante de produtos eletrônicos Scanfil EMS Group.,participações scanfil incluem 100 fabricante produtos eletrônicos scanfil ems group,participação Scanfil incluir 100 fabricante produto eletrônico scanfil ems group
3744,neutral,"Since the registration of the shares subscribed in a directed share issue , the new number of Panostaja shares and voting rights is 41,733,110 .","Desde o registro das ações subscritas em uma emissão dirigida de ações, o novo número de ações da Panostaja e direitos de voto é 41.733.110.",desde registro ações subscritas emissão dirigida ações novo número ações panostaja direitos voto 41733110,desde registro ação subscrito emissão dirigir ação novo número ação panostajar direito votar 41733110
3745,neutral,"Stora Enso 's business in North America has annual capacity of about 3 million tons and employs about 4,350 people .",Os negócios da Stora Enso na América do Norte têm capacidade anual de cerca de 3 milhões de toneladas e emprega cerca de 4.350 pessoas.,negócios stora enso américa norte têm capacidade anual cerca 3 milhões toneladas emprega cerca 4350 pessoas,negócio storar enso américar norte ter capacidade anual cerca 3 milhão tonelada empregar cerca 4350 pessoa
3746,neutral,Stora Enso will receive a 19.9 pct equity interest in the combined company .,"A Stora Enso receberá uma participação acionária de 19,9 por cento na empresa combinada.",stora enso receberá participação acionária 199 cento empresa combinada,stora enso receber participação acionário 199 cento empresa combinar
3747,neutral,Stora is due to release its fourth-quarter and 2009 full-year earnings on Feb. 4 .,A Stora deve divulgar seus ganhos do quarto trimestre e do ano inteiro de 2009 em 4 de fevereiro.,stora deve divulgar ganhos quarto trimestre ano inteiro 2009 4 fevereiro,stora dever divulgar ganho quarto trimestre ano inteiro 2009 4 fevereiro
3748,neutral,Storengy is the GDF SUEZ company that is dedicated to the underground storage of natural gas .,Storengy é a empresa GDF SUEZ que se dedica ao armazenamento subterrâneo de gás natural.,storengy empresa gdf suez dedica armazenamento subterrâneo gás natural,storengy emprês gdf Suez dedicar armazenamento subterrâneo gás natural
3749,positive,Strand Associates is expanding its Madison corporate headquarters with space to add about 100 employees to the engineering firm .,A Strand Associates está expandindo sua sede corporativa em Madison com espaço para adicionar cerca de 100 funcionários à empresa de engenharia.,strand associates expandindo sede corporativa madison espaço adicionar cerca 100 funcionários empresa engenharia,strand associate expandir sede corporativo madison espaço adicionar cerca 100 funcionário empresa engenhario
3750,neutral,Talentum acquired a 47.5 pct stake in Varesvuo Partners in 1997 and the remaining in 2002 and 2005 .,"A Talentum adquiriu uma participação de 47,5 por cento na Varesvuo Partners em 1997 e o restante em 2002 e 2005.",talentum adquiriu participação 475 cento varesvuo partners 1997 restante 2002 2005,talentum adquirir participação 475 cento varesvuo partners 1997 restante 2002 2005
3751,neutral,"Technopolis , St. Petersburg 's Telecommunications University and the Russian Support Fund for Legislative Initiatives signed a protocol of intent in May of this year to set up a technopark in St. Petersburg on the base of the St. Petersburg Telecommunications University .","Technopolis, a Universidade de Telecomunicações de São Petersburgo e o Fundo Russo de Apoio para Iniciativas Legislativas assinaram um protocolo de intenções em maio deste ano para estabelecer um technoparque em São Petersburgo na base da Universidade de Telecomunicações de São Petersburgo.",technopolis universidade telecomunicações petersburgo fundo russo apoio iniciativas legislativas assinaram protocolo intenções maio deste ano estabelecer technoparque petersburgo base universidade telecomunicações petersburgo,technopolis universidade telecomunicação petersburgo fundo russo apoio iniciativo legislativo assinar protocolo intenção maio de este ano estabelecer technoparque petersburgar base universidade telecomunicação petersburgo
3752,neutral,"Technopolis has Finnish operations in Oulu , Vantaa , Espoo , Lappeenranta , Jyvaskyla and Tampere and is also preparing to expand its operations to Russia .","A Technopolis possui operações finlandesas em Oulu, Vantaa, Espoo, Lappeenranta, Jyvaskyla e Tampere e também está se preparando para expandir suas operações para a Rússia.",technopolis possui operações finlandesas oulu vantaa espoo lappeenranta jyvaskyla tampere preparando expandir operações rússia,technopolis possuir operação finlandeso oulu vantaa espoo lappeenrantar Jyvaskyla tamperir preparar expandir operação Rússia
3753,neutral,"Technopolis has set aside a plot of land measuring 4.6 hectares to build the park , Mikkonen said .","Technopolis reservou um terreno de 4,6 hectares para construir o parque, disse Mikkonen.",technopolis reservou terreno 46 hectares construir parque disse mikkonen,technopolis reservar terreno 46 hectare construir parque dizer Mikkonen
3754,neutral,Tekla Group 's net sales for 2006 were approximately 50 million euros and operating result 13.6 million euros .,"As vendas líquidas do Tekla Group em 2006 foram de aproximadamente 50 milhões de euros e o resultado operacional de 13,6 milhões de euros.",vendas líquidas tekla group 2006 aproximadamente 50 milhões euros resultado operacional 136 milhões euros,venda líquir teklo group 2006 aproximadamente 50 milhão euro resultado operacional 136 milhão euro
3755,neutral,Teleste expects to start the deliveries at the end of 2009 .,A expectativa da Teleste é iniciar as entregas no final de 2009.,expectativa teleste iniciar entregas final 2009,expectativa telestar iniciar entrega final 2009
3756,neutral,"Thanks to its extensive industry and operations experience , Cybercom offers strategic and technological expertise to these markets : telecom , industry , media , public sector , retail , and banking and financial services .","Graças à sua ampla experiência no setor e em operações, a Cybercom oferece expertise estratégica e tecnológica para esses mercados: telecomunicações, indústria, mídia, setor público, varejo e serviços bancários e financeiros.",graças ampla experiência setor operações cybercom oferece expertise estratégica tecnológica mercados telecomunicações indústria mídia setor público varejo serviços bancários financeiros,graças amplo experiência setor operação cybercom oferecer expertise estratégico tecnológico mercado telecomunicação indústria mídia setor público varejo serviço bancário financeiro
3757,neutral,"That address also happens to house Italian megamart Eataly , meaning that `` Come on , kids , we 're going to the Toy Building ! ''","Esse endereço também acontece com o megamart italiano Eataly, o que significa que `` Vamos, crianças, vamos para o Toy Building! ''",endereço acontece megamart italiano eataly significa vamos crianças vamos toy building,endereço acontecer megamart italiano eataly significar ir criança ir toy building
3758,neutral,"The 3C Expo is a signature show in Dongguan , which is supported by the Dongguan Municipal Government every year , featuring computer accessories , software , communication and network products .","A 3C Expo é uma feira exclusiva em Dongguan, apoiada pelo Governo Municipal de Dongguan todos os anos, apresentando acessórios de computador, software, produtos de comunicação e rede.",3c expo feira exclusiva dongguan apoiada governo municipal dongguan todos anos apresentando acessórios computador software produtos comunicação rede,3c expo feira exclusivo dongguan apoiar governo municipal dongguan todo ano apresentar acessório computador software produto comunicação reder
3759,neutral,"The acquired business main asset is a mobile authentication and signing solution , branded as Tectia MobileID , which provides authentication to web e-mail , SSL-VPN , MS SharePoint , Tectia Secure Solutions and other applications and resources .","O principal ativo da empresa adquirida é uma solução de autenticação e assinatura móvel, com a marca Tectia MobileID, que fornece autenticação para e-mail da web, SSL-VPN, MS SharePoint, Tectia Secure Solutions e outros aplicativos e recursos.",principal ativo empresa adquirida solução autenticação assinatura móvel marca tectia mobileid fornece autenticação email web sslvpn ms sharepoint tectia secure solutions outros aplicativos recursos,principal ativo empresa adquirir solução autenticação assinaturo móvel marca tectia mobileid fornecer autenticação email web sslvpn ms sharepoint tectia secure solutiom outro aplicativo recurso
3760,neutral,The acquisition is part of Ramirent 's Central and Eastern European growth strategy .,A aquisição faz parte da estratégia de crescimento da Ramirent na Europa Central e Oriental.,aquisição faz parte estratégia crescimento ramirent europa central oriental,aquisição fazer parte estratégio crescimento ramirent Europa central oriental
3761,positive,The acquisition is part of Ramirent 's strategy to strengthen its position in selected locations .,A aquisição faz parte da estratégia da Ramirent de fortalecer sua posição em locais selecionados.,aquisição faz parte estratégia ramirent fortalecer posição locais selecionados,aquisição fazer parte estratégia ramirent fortalecer posição local selecionar
3762,neutral,The agreement includes application maintenance and support services .,O contrato inclui manutenção de aplicativos e serviços de suporte.,contrato inclui manutenção aplicativos serviços suporte,contrato incluir manutenção aplicativo serviço suporte
3763,neutral,The agreement includes the entire process of managing Mercator 's supply chain in all regions where the company is currently present .,O acordo inclui todo o processo de gestão da cadeia de suprimentos da Mercator em todas as regiões onde a empresa está presente.,acordo inclui todo processo gestão cadeia suprimentos mercator todas regiões onde empresa presente,acordo incluir todo processo gestão cadeiar suprimento mercator todo região onde empresa presente
3764,neutral,"The Americas represents 25 % of Gemalto 's billing , and Latin America is one of the fastest growing regions for the company .",As Américas representam 25% do faturamento da Gemalto e a América Latina é uma das regiões de crescimento mais rápido para a empresa.,américas representam 25 faturamento gemalto américa latina regiões crescimento rápido empresa,américa representar 25 faturamento gemalto américar latino região crescimento rápido empresa
3765,neutral,The annual value of the contracts is estimated at USD 2mn over the next three years .,O valor anual dos contratos é estimado em US $ 2 milhões nos próximos três anos.,valor anual contratos estimado us 2 milhões próximos três anos,valor anual contrato estimar us 2 milhão próximo três ano
3766,neutral,"The area will also include some central buildings , and Honkarakenne has started negotiations on their delivery .","A área também incluirá alguns edifícios centrais, e Honkarakenne iniciou negociações para sua entrega.",área incluirá alguns edifícios centrais honkarakenne iniciou negociações entrega,área incluir algum edifício central honkarakenne iniciar negociação entregar
3767,neutral,"The bank also expects additional costs , related to the Dash 8 - Q400 jets , which the group shelved in October 2007 .","O banco também espera custos adicionais, relacionados aos jatos Dash 8 - Q400, que o grupo engavetou em outubro de 2007.",banco espera custos adicionais relacionados jatos dash 8 q400 grupo engavetou outubro 2007,Banco esperar custo adicional relacionado jato dash 8 q400 grupo engavetar outubro 2007
3768,neutral,The bank 's leasing arm Nordea Liising ended the year with a profit of 4.4 million euros .,"O braço de leasing do banco Nordea Liising terminou o ano com um lucro de 4,4 milhões de euros.",braço leasing banco nordea liising terminou ano lucro 44 milhões euros,braço leasing banco nordea liising terminar ano lucro 44 milhão euro
3769,neutral,"The Board established a Remuneration Committee with following members : - Sari Baldauf Chairman - Tapio Hintikka - Heikki Westerlund In addition , the Board decided to appoint a Nomination Committee at a later stage .","O Conselho estabeleceu um Comitê de Remuneração com os seguintes membros: - Sari Baldauf Presidente - Tapio Hintikka - Heikki Westerlund Além disso, o Conselho decidiu nomear um Comitê de Nomeação posteriormente.",conselho estabeleceu comitê remuneração seguintes membros sari baldauf presidente tapio hintikka heikki westerlund além disso conselho decidiu nomear comitê nomeação posteriormente,conselho estabelecer comitê remuneração seguinte membro Sari baldaufr presidente tapio hintikka heikki westerlund além de isso conselho decidir nomear comitê nomeação posteriormente
3770,neutral,"The bond , with a maturity of five years , is part of the bank 's domestic bond program .","O título, com vencimento em cinco anos, faz parte do programa de títulos domésticos do banco.",título vencimento cinco anos faz parte programa títulos domésticos banco,título vencimento cinco ano fazer parte programa título doméstico banco
3771,neutral,The bridge is part of the highway 14 development project .,A ponte faz parte do projeto de desenvolvimento da rodovia 14.,ponte faz parte projeto desenvolvimento rodovia 14,ponte fazer parte projeto desenvolvimento rodovia 14
3772,neutral,The building will house product development and test laboratories .,O prédio abrigará laboratórios de teste e desenvolvimento de produtos.,prédio abrigará laboratórios teste desenvolvimento produtos,prédio abrigar laboratório testar desenvolvimento produto
3773,neutral,The business area 's net sales were slightly over 2m in 2006 .,As vendas líquidas da área de negócios foram ligeiramente superiores a 2 milhões em 2006.,vendas líquidas área negócios ligeiramente superiores 2 milhões 2006,venda líquidas área negócio ligeiramente alto 2 milhão 2006
3774,neutral,The business development initiatives in North America are headed by Lynn Shanahan .,As iniciativas de desenvolvimento de negócios na América do Norte são lideradas por Lynn Shanahan.,iniciativas desenvolvimento negócios américa norte lideradas lynn shanahan,iniciativa desenvolvimento negócio américar norte liderar lynn shanahan
3775,neutral,"The business is organised , as of February 1 , 2011 , in a way that production of design services is combined into one entity , Etteplan Operations .","O negócio está organizado, a partir de 1º de fevereiro de 2011, de forma que a produção de serviços de design seja combinada em uma única entidade, Etteplan Operations.",negócio organizado partir 1º fevereiro 2011 forma produção serviços design combinada única entidade etteplan operations,negócio organizar partir 1º fevereiro 2011 forma produção serviço design combinar único entidade etteplan operations
3776,neutral,"The business transfer will take effect from 1 January 2007 , and in connection with this 47 employees will transfer from Elisa to Daxtum as continuing employees .","A transferência da empresa entrará em vigor a partir de 1 de janeiro de 2007 e, em conexão com isso, 47 funcionários serão transferidos da Elisa para a Daxtum como funcionários permanentes.",transferência empresa entrará vigor partir 1 janeiro 2007 conexão 47 funcionários transferidos elisa daxtum funcionários permanentes,transferência empresa entrar vigor partir 1 janeiro 2007 conexão 47 funcionário transferir elisar daxtum funcionário permanente
3777,neutral,The center will be built in the Kapuli district of Mantsala beside the Hanko-Mantsala-Porvoo road near the new direct rail link between Lahti and Jarvenpaa .,"O centro será construído no distrito de Kapuli de Mantsala, ao lado da estrada Hanko-Mantsala-Porvoo, perto da nova ligação ferroviária direta entre Lahti e Jarvenpaa.",centro construído distrito kapuli mantsala lado estrada hankomantsalaporvoo perto nova ligação ferroviária direta lahti jarvenpaa,centro construir distrito kapuli mantsala lado estrada hankomantsalaporvoo perto novo ligação ferroviário direto lahti jarvenpao
3778,neutral,The changes in readership were not significant .,As mudanças no número de leitores não foram significativas.,mudanças número leitores significativas,mudança número leitor significativo
3779,neutral,The closing of such transaction took place today .,O fechamento dessa transação ocorreu hoje.,fechamento dessa transação ocorreu hoje,fechamento de esse transação ocorrer hoje
3780,neutral,"The closing of the transaction is scheduled to take place on January 10 , 2008 .",O fechamento da transação está programado para ocorrer em 10 de janeiro de 2008.,fechamento transação programado ocorrer 10 janeiro 2008,fechamento transação programar ocorrer 10 janeiro 2008
3781,neutral,The combined capital of these funds is expected to be EUR 100mn-150mn .,Espera-se que o capital combinado desses fundos seja de EUR 100 milhões a EUR 150 milhões.,esperase capital combinado desses fundos eur 100 milhões eur 150 milhões,esperase capital combinado de esse fundo eur 100 milhão eur 150 milhão
3782,neutral,The combined company had pro-forma net sales of 140 mln euro $ 188.9 mln and an operating profit of 13 mln euro $ 17.5 mln for 2006 .,"A empresa combinada teve vendas líquidas pró-forma de 140 milhões de euros, US $ 188,9 milhões, e um lucro operacional de 13 milhões de euros, US $ 17,5 milhões, em 2006.",empresa combinada vendas líquidas próforma 140 milhões euros us 1889 milhões lucro operacional 13 milhões euros us 175 milhões 2006,empresa combinar venda líquir próforma 140 milhão euro us 1889 milhão lucro operacional 13 milhão euro us 175 milhão 2006
3783,neutral,"The commission found evidence of several meetings to discuss the cartel , including one in a Brussels restaurant in November 1997 at which the companies discussed price increases .","A comissão encontrou provas de várias reuniões para discutir o cartel, incluindo uma num restaurante de Bruxelas em novembro de 1997, em que as empresas discutiram aumentos de preços.",comissão encontrou provas várias reuniões discutir cartel incluindo restaurante bruxelas novembro 1997 empresas discutiram aumentos preços,comissão encontrar prova várias reunião discutir cartel incluir restaurante bruxelas novembro 1997 empresa discutir aumento preço
3784,neutral,"The Committee proposes the following remuneration : a monthly remuneration of EUR 5,000 for the Chairman , EUR 3,500 for the Deputy Chairman , and EUR 2,500 for the other Board members .","A Comissão propõe a seguinte remuneração: uma remuneração mensal de 5.000 euros para o Presidente, 3.500 euros para o Vice-Presidente e 2.500 euros para os restantes membros do Conselho.",comissão propõe seguinte remuneração remuneração mensal 5000 euros presidente 3500 euros vicepresidente 2500 euros restantes membros conselho,comissão propor seguinte remuneração remuneração mensal 5000 euro presidente 3500 euro vicepresidente 2500 euro restante membro conselho
3785,neutral,"The companies will divest to UPM Fray Bentos pulp mill and Forestal Oriental , a company specialising in eucalyptus cultivation .","As empresas irão alienar para a fábrica de celulose UPM Fray Bentos e para a Forestal Oriental, empresa especializada no cultivo de eucalipto.",empresas irão alienar fábrica celulose upm fray bentos forestal oriental empresa especializada cultivo eucalipto,empresa ir alienar fábrica celulose upm Fray bento forestal oriental empresa especializar cultivo eucalipto
3786,neutral,"The company , which has EUR2 .8 bn in assets , counts among its five largest shareholders Finnish insurers Ilmarinen 4.34 % and Varma 0.70 % , as well as the Finnish state pension fund VER 0.61 % .","A empresa, que tem ativos de 2,8 bilhões de euros, conta entre seus cinco maiores acionistas as seguradoras finlandesas Ilmarinen 4,34% e Varma 0,70%, além do fundo de pensão estatal finlandês VER 0,61%.",empresa ativos 28 bilhões euros conta cinco maiores acionistas seguradoras finlandesas ilmarinen 434 varma 070 além fundo pensão estatal finlandês ver 061,empresa ativo 28 bilhão euro contar cinco grande acionista seguradora finlandeso ilmarinen 434 varmar 070 além fundo pensão estatal finlandês ver 061
3787,neutral,The company also equipped the sculptural complex Rabochy i Kolkhoznitsa A Worker and a Collective Farmer in Moscow with snow melting system .,A empresa também equipou o complexo escultural Rabochy i Kolkhoznitsa Um Trabalhador e Fazendeiro Coletivo em Moscou com sistema de derretimento de neve.,empresa equipou complexo escultural rabochy i kolkhoznitsa trabalhador fazendeiro coletivo moscou sistema derretimento neve,empresa equipar complexo escultural rabochy i Kolkhoznitsa trabalhador fazendeiror coletivo moscar sistema derretimento never
3788,neutral,The company also said that the deployment of the Danish 4G network continues and it expects to cover 75 % of the Danish population in 2011 .,A empresa também disse que a implantação da rede 4G dinamarquesa continua e espera cobrir 75% da população dinamarquesa em 2011.,empresa disse implantação rede 4g dinamarquesa continua espera cobrir 75 população dinamarquesa 2011,empresa dizer implantação rede 4 g dinamarquesa continuar esperar cobrir 75 população dinamarquês 2011
3789,negative,The company decided at the end of 2008 to temporarily shut down its ammonia plant in Billingham and extend the maintenance period at its Ince facility .,A empresa decidiu no final de 2008 fechar temporariamente sua fábrica de amônia em Billingham e estender o período de manutenção em sua fábrica de Ince.,empresa decidiu final 2008 fechar temporariamente fábrica amônia billingham estender período manutenção fábrica ince,empresa decidir final 2008 fechar temporariamente fábrica amônio billinghar estender período manutenção fábrico ince
3790,neutral,The company did not distribute a dividend in 2005 .,A empresa não distribuiu dividendos em 2005.,empresa distribuiu dividendos 2005,empresa distribuir dividendo 2005
3791,neutral,The company expects its net sales for the whole 2009 to be at previous year levels .,A empresa espera que suas vendas líquidas para todo o ano de 2009 estejam nos níveis do ano anterior.,empresa espera vendas líquidas todo ano 2009 níveis ano anterior,empresa esperar venda líquir todo ano 2009 nível ano anterior
3792,neutral,"The company expects its net sales for the whole of 2007 to be EUR 950mn-1 ,000 mn .",A empresa espera que suas vendas líquidas para todo o ano de 2007 sejam de EUR 950 milhões-1.000 milhões.,empresa espera vendas líquidas todo ano 2007 eur 950 milhões1000 milhões,empresa esperar venda líquir todo ano 2007 eur 950 milhões1000 milhão
3793,neutral,"The company had net sales of EUR 10.8 million in 2008 , and today has approximately 120 employees in Finland , Estonia and Poland .","A empresa teve vendas líquidas de EUR 10,8 milhões em 2008 e hoje tem aproximadamente 120 funcionários na Finlândia, Estônia e Polônia.",empresa vendas líquidas eur 108 milhões 2008 hoje aproximadamente 120 funcionários finlândia estônia polônia,empresa vendo líquir eur 108 milhão 2008 hoje aproximadamente 120 funcionário finlândiar estônia polônio
3794,neutral,The company had net sales of EUR 19.8 mn and a pre-tax profit of EUR 1.8 mn in 2005 .,"A empresa teve vendas líquidas de EUR 19,8 milhões e um lucro antes de impostos de EUR 1,8 milhões em 2005.",empresa vendas líquidas eur 198 milhões lucro antes impostos eur 18 milhões 2005,empresa vendo líquir eur 198 milhão lucro antes imposto eur 18 milhão 2005
3795,neutral,The company has 120 employees and annual sales of approximately EUR16m .,A empresa tem 120 funcionários e vendas anuais de aproximadamente EUR 16 milhões.,empresa 120 funcionários vendas anuais aproximadamente eur 16 milhões,empresa 120 funcionário venda anual aproximadamente eur 16 milhão
3796,neutral,The company has an annual turnover of EUR32 .8 m.,"A empresa tem um faturamento anual de EUR32,8 milhões.",empresa faturamento anual eur328 milhões,empresa faturamento anual eur328 milhão
3797,neutral,"The company is involved in the the sale of financial products including insurance , mortgages , car and personal loans , financial brokerage and equipment finance leasing .","A empresa está envolvida na venda de produtos financeiros, incluindo seguros, hipotecas, automóveis e empréstimos pessoais, corretagem financeira e leasing financeiro de equipamentos.",empresa envolvida venda produtos financeiros incluindo seguros hipotecas automóveis empréstimos pessoais corretagem financeira leasing financeiro equipamentos,empresa envolver venda produto financeiro incluir seguro hipoteco automóvel empréstimo pessoal corretagem financeiro leasing financeiro equipamento
3798,neutral,"The Company operates through four principal divisions : Consumer Packaging ; Office Papers ; Speciality Papers , as well as Market Pulp and Energy .","A empresa opera por meio de quatro divisões principais: Embalagem para o consumidor; Papéis de escritório; Papéis Especiais, bem como Celulose de Mercado e Energia.",empresa opera meio quatro divisões principais embalagem consumidor papéis escritório papéis especiais bem celulose mercado energia,empresa operar meio quatro divisão principal embalagem consumidor papel escritório papel especial bem celulose mercado energia
3799,neutral,The company plans to increase the unit 's specialist staff to several dozen -- depending on the market situation during 2010 .,A empresa planeja aumentar o quadro de especialistas da unidade para várias dezenas - dependendo da situação do mercado durante 2010.,empresa planeja aumentar quadro especialistas unidade várias dezenas dependendo situação mercado durante 2010,empresa planejar aumentar quadro especialista unidader várias dezena depender situação mercado durante 2010
3800,neutral,The company reported net sales of 302 mln euro $ 441.6 mln and an operating margin of 16 pct in 2006 .,"A empresa registrou vendas líquidas de 302 milhões de euros, US $ 441,6 milhões, e uma margem operacional de 16 por cento em 2006.",empresa registrou vendas líquidas 302 milhões euros us 4416 milhões margem operacional 16 cento 2006,empresa registrar venda líquer 302 milhão euro us 4416 milhão margem operacional 16 cento 2006
3801,neutral,"The company 's set of services include digital printing , printing preparation , offset-printing , after-treatment services and send out services .","O conjunto de serviços da empresa inclui impressão digital, preparação de impressão, impressão offset, serviços de pós-tratamento e serviços de envio.",conjunto serviços empresa inclui impressão digital preparação impressão impressão offset serviços póstratamento serviços envio,conjunto serviço empresa incluir impressão digital preparação impressãor impressãor offset serviço póstratamento serviço envio
3802,neutral,"The company 's transportation business is conducted through Florida Rock & Tank Lines , which is a Southeastern transportation company concentrating in the hauling by motor carrier of liquid and dry bulk commodities .","O negócio de transporte da empresa é conduzido por meio da Florida Rock & Tank Lines, que é uma empresa de transporte do sudeste que se concentra no transporte por veículos automotores de commodities a granel líquidos e sólidos.",negócio transporte empresa conduzido meio florida rock tank lines empresa transporte sudeste concentra transporte veículos automotores commodities granel líquidos sólidos,negócio transporte empresa conduzir meio florer Rock tank line empresa transporte sudestir concentra transporte veículo automotor commodities Granel líquido sólir
3803,neutral,"The company said that 80 % of the shares of the holding company will be sold to Meadville Holdings Limited , a Hong Kong listed parent company of the Meadville Group .","A empresa disse que 80% das ações da holding serão vendidas para a Meadville Holdings Limited, uma empresa-mãe listada em Hong Kong do Grupo Meadville.",empresa disse 80 ações holding vendidas meadville holdings limited empresamãe listada hong kong grupo meadville,empresa dizer 80 ação holding vender meadville holdings limited empresamãe listar Hong Kong Grupo Meadville
3804,neutral,The company said that it has agreed to a EUR160m unsecured credit line from lenders .,A empresa disse que concordou com uma linha de crédito sem garantia de 160 milhões de euros dos credores.,empresa disse concordou linha crédito garantia 160 milhões euros credores,empresa dizer concordar linha crédito garantir 160 milhão euro credor
